ID,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,termDeposit
T9054,28,blue-collar,single,high.school,no,yes,yes,cellular,apr,thu,268,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes
T9055,52,retired,divorced,university.degree,no,yes,yes,cellular,aug,thu,155,2,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,yes
T9056,31,admin.,married,university.degree,no,yes,no,cellular,oct,tue,213,1,999,0,nonexistent,-3.4,92.431,-26.9,0.737,5017.5,yes
T9057,44,blue-collar,married,unknown,unknown,yes,no,cellular,aug,thu,68,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
T9058,49,blue-collar,married,high.school,unknown,yes,no,cellular,nov,mon,80,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
T9059,28,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,663,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
T9060,50,admin.,married,university.degree,no,no,no,cellular,jul,thu,356,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes
T9061,42,unemployed,married,unknown,no,no,no,cellular,aug,thu,175,4,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes
T9062,56,retired,married,professional.course,no,unknown,unknown,cellular,oct,thu,181,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,yes
T9063,36,self-employed,married,basic.9y,unknown,yes,yes,cellular,aug,thu,593,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
T9064,31,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,thu,157,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
T9065,41,admin.,single,university.degree,no,yes,no,cellular,jun,mon,95,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
T9066,30,admin.,single,high.school,no,yes,no,telephone,jul,fri,253,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
T9067,33,technician,married,university.degree,unknown,no,yes,telephone,may,wed,619,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T9068,37,blue-collar,married,high.school,no,yes,no,telephone,jun,tue,171,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
T9069,31,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,122,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
T9070,41,services,single,university.degree,no,no,no,cellular,apr,thu,290,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
T9071,33,services,married,professional.course,no,yes,yes,cellular,jul,thu,630,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes
T9072,52,management,married,university.degree,no,yes,no,cellular,aug,thu,175,3,1,3,success,-1.7,94.027,-38.3,0.899,4991.6,yes
T9073,35,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,184,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
T9074,33,admin.,married,university.degree,no,yes,no,telephone,nov,wed,241,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
T9075,29,admin.,married,university.degree,no,yes,no,cellular,aug,wed,718,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
T9076,37,management,married,university.degree,no,no,no,cellular,may,mon,546,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
T9077,26,admin.,single,high.school,no,no,no,cellular,mar,tue,273,2,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes
T9078,48,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,79,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
T9079,48,retired,married,basic.9y,no,no,no,telephone,may,wed,262,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
T9080,29,technician,single,professional.course,no,yes,yes,cellular,nov,wed,182,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
T9081,52,retired,single,basic.9y,no,no,no,telephone,jul,thu,239,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
T9082,71,admin.,married,basic.4y,no,yes,yes,cellular,may,fri,466,4,3,2,success,-1.8,93.876,-40,0.684,5008.7,yes
T9083,49,services,married,high.school,no,yes,yes,cellular,may,thu,291,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
T9084,31,admin.,divorced,university.degree,no,yes,yes,telephone,may,thu,328,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
T9085,26,admin.,single,university.degree,no,yes,no,cellular,jul,mon,71,9,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
T9086,34,technician,single,professional.course,no,no,yes,cellular,jul,tue,955,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
T9087,76,unknown,married,unknown,no,no,no,telephone,jul,thu,301,3,999,0,nonexistent,-1.7,94.215,-40.3,0.899,4991.6,yes
T9088,52,services,divorced,high.school,unknown,yes,yes,cellular,nov,mon,652,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,yes
T9089,49,admin.,married,high.school,no,no,no,cellular,jul,tue,443,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
T9090,39,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,741,4,999,1,failure,-0.1,93.2,-42,4.153,5195.8,yes
T9091,39,admin.,married,high.school,no,yes,no,cellular,may,tue,552,1,3,2,success,-1.8,93.876,-40,0.668,5008.7,yes
T9092,35,admin.,married,university.degree,no,yes,no,cellular,aug,wed,765,2,6,3,success,-1.7,94.027,-38.3,0.903,4991.6,yes
T9093,41,services,married,high.school,unknown,yes,no,telephone,may,mon,679,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
T9094,57,retired,married,basic.9y,no,yes,yes,cellular,aug,tue,1223,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
T9095,39,entrepreneur,divorced,university.degree,no,yes,no,telephone,may,mon,219,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
T9096,30,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,331,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,yes
T9097,59,retired,married,basic.4y,unknown,no,no,cellular,aug,mon,555,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
T9098,25,services,single,high.school,no,no,no,telephone,may,thu,130,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
T9099,38,admin.,married,university.degree,no,no,no,cellular,aug,thu,1126,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,yes
T9100,29,management,single,basic.9y,no,no,no,cellular,jul,fri,652,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
T9101,30,entrepreneur,married,university.degree,no,no,no,cellular,may,wed,585,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
T9102,35,blue-collar,married,basic.6y,no,no,yes,cellular,jul,tue,92,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
T9103,40,technician,single,university.degree,no,no,yes,cellular,aug,fri,140,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
T9104,46,entrepreneur,divorced,university.degree,no,no,no,telephone,may,thu,127,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
T9105,46,services,single,high.school,unknown,yes,no,cellular,may,wed,193,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
T9106,54,retired,divorced,basic.4y,no,no,no,telephone,jun,thu,170,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
T9107,33,technician,married,high.school,unknown,no,no,cellular,aug,fri,442,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
T9108,33,admin.,single,university.degree,no,no,no,cellular,jun,fri,471,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
T9109,30,services,married,high.school,no,no,no,cellular,may,mon,286,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
T9110,28,management,single,university.degree,no,yes,no,cellular,sep,wed,358,3,6,1,success,-1.1,94.199,-37.5,0.88,4963.6,yes
T9111,40,admin.,single,high.school,no,yes,yes,cellular,may,mon,104,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
T9112,86,retired,single,basic.9y,unknown,no,no,telephone,jun,wed,955,1,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,yes
T9113,35,blue-collar,married,high.school,no,no,no,cellular,may,tue,895,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes
T9114,39,admin.,single,high.school,no,no,no,telephone,nov,thu,51,1,999,0,nonexistent,-0.1,93.2,-42,4.245,5195.8,no
T9115,24,student,single,professional.course,no,no,no,cellular,jul,wed,429,2,6,3,success,-1.7,94.215,-40.3,0.896,4991.6,yes
T9116,31,student,single,university.degree,no,no,no,cellular,aug,tue,224,1,9,2,failure,-1.7,94.027,-38.3,0.899,4991.6,no
T9117,27,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,mon,115,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T9118,30,services,married,unknown,no,yes,yes,telephone,may,wed,83,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T9119,38,management,married,university.degree,no,no,no,cellular,aug,wed,58,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
T9120,42,management,married,university.degree,unknown,yes,no,telephone,may,wed,265,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
T9121,41,technician,married,unknown,no,yes,yes,cellular,may,mon,963,1,3,2,success,-1.8,92.893,-46.2,1.354,5099.1,yes
T9122,44,services,married,high.school,no,yes,yes,cellular,may,mon,283,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,yes
T9123,42,admin.,married,university.degree,no,yes,no,telephone,aug,fri,103,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
T9124,35,technician,single,professional.course,no,yes,no,cellular,may,thu,49,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
T9125,26,self-employed,single,university.degree,no,yes,no,cellular,jun,fri,175,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
T9126,42,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,257,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
T9127,32,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,jul,wed,97,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
T9128,31,admin.,married,university.degree,no,no,no,cellular,may,thu,245,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
T9129,27,student,single,high.school,no,yes,no,cellular,dec,tue,396,1,999,0,nonexistent,-3,92.713,-33,0.708,5023.5,no
T9130,39,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,223,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
T9131,37,admin.,married,university.degree,no,no,yes,cellular,aug,tue,118,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
T9132,36,services,single,high.school,no,no,no,cellular,jul,fri,254,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
T9133,33,admin.,single,university.degree,no,yes,no,cellular,may,wed,96,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
T9134,51,admin.,married,high.school,no,yes,yes,cellular,may,fri,1002,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
T9135,45,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,905,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no
T9136,28,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,149,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
T9137,63,housemaid,married,basic.4y,no,yes,no,telephone,aug,mon,235,1,6,2,failure,-2.9,92.201,-31.4,0.884,5076.2,yes
T9138,50,self-employed,married,professional.course,no,yes,no,cellular,jun,tue,102,1,999,1,failure,-2.9,92.963,-40.8,1.252,5076.2,no
T9139,31,self-employed,married,university.degree,no,yes,no,cellular,jul,fri,298,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
T9140,28,technician,single,high.school,no,yes,no,cellular,jul,tue,445,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
T9141,36,technician,married,basic.9y,unknown,no,no,telephone,may,tue,109,9,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
T9142,41,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,mon,103,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
T9143,49,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,1149,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,yes
T9144,33,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,1183,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
T9145,38,entrepreneur,married,university.degree,no,no,no,cellular,may,thu,136,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
T9146,45,admin.,married,basic.9y,no,yes,no,telephone,jun,mon,60,2,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,no
T9147,53,services,married,basic.9y,no,yes,no,cellular,aug,mon,196,2,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,yes
T9148,51,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,781,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
T9149,76,retired,married,basic.4y,no,no,no,cellular,aug,wed,331,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no
T9150,57,retired,divorced,basic.9y,no,yes,no,cellular,may,tue,69,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
T9151,31,blue-collar,single,high.school,no,no,no,cellular,jul,tue,78,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
T9152,55,technician,married,basic.4y,unknown,yes,no,telephone,may,fri,316,7,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
T9153,20,student,single,high.school,no,no,no,cellular,nov,wed,229,2,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,yes
T9154,43,management,married,university.degree,no,no,no,cellular,aug,wed,398,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
T9155,34,management,married,high.school,no,yes,no,cellular,jul,tue,838,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
T9156,38,management,divorced,university.degree,no,yes,no,cellular,apr,mon,182,2,6,1,success,-1.8,93.749,-34.6,0.645,5008.7,yes
T9157,22,admin.,single,university.degree,no,yes,no,cellular,sep,mon,194,2,999,3,failure,-1.1,94.199,-37.5,0.882,4963.6,yes
T9158,29,admin.,single,university.degree,no,no,no,cellular,jun,wed,192,2,3,4,success,-1.7,94.055,-39.8,0.715,4991.6,yes
T9159,50,blue-collar,married,unknown,no,yes,yes,cellular,aug,tue,589,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes
T9160,34,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,180,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
T9161,40,entrepreneur,married,basic.6y,no,no,no,cellular,jun,wed,837,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
T9162,39,blue-collar,married,basic.9y,no,yes,no,cellular,apr,wed,120,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
T9163,36,unemployed,single,university.degree,no,yes,no,cellular,jun,mon,205,1,4,1,success,-2.9,92.963,-40.8,1.266,5076.2,yes
T9164,56,management,divorced,unknown,no,yes,no,cellular,nov,thu,893,7,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
T9165,38,technician,married,university.degree,no,no,no,cellular,jun,wed,539,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
T9166,32,technician,single,professional.course,no,no,no,telephone,jul,fri,566,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
T9167,31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,229,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
T9168,56,housemaid,divorced,basic.4y,unknown,yes,no,cellular,jul,mon,121,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
T9169,57,retired,married,basic.4y,unknown,yes,no,telephone,may,mon,156,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
T9170,24,student,single,professional.course,no,yes,no,cellular,apr,thu,413,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
T9171,41,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,339,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
T9172,39,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,wed,119,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
T9173,39,management,married,university.degree,unknown,yes,no,cellular,jul,mon,908,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
T9174,37,technician,married,professional.course,no,yes,no,telephone,jun,thu,683,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
T9175,32,technician,married,professional.course,no,no,no,cellular,oct,wed,691,2,14,4,failure,-1.1,94.601,-49.5,0.959,4963.6,no
T9176,42,services,married,basic.9y,no,yes,no,cellular,may,wed,201,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
T9177,42,admin.,married,university.degree,no,no,no,telephone,may,fri,126,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
T9178,60,management,married,university.degree,unknown,yes,no,telephone,may,thu,152,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
T9179,69,retired,married,high.school,no,no,no,cellular,nov,mon,178,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
T9180,44,admin.,married,university.degree,no,yes,no,cellular,aug,thu,254,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes
T9181,30,technician,single,university.degree,no,no,no,cellular,apr,wed,80,5,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,no
T9182,41,technician,married,professional.course,no,no,no,telephone,may,tue,348,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T9183,44,admin.,single,university.degree,no,no,no,cellular,aug,mon,207,1,6,1,success,-2.9,92.201,-31.4,0.861,5076.2,yes
T9184,32,admin.,single,university.degree,no,no,no,cellular,jun,fri,255,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
T9185,36,services,divorced,university.degree,no,no,no,telephone,jun,wed,69,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
T9186,26,admin.,married,basic.9y,no,no,no,cellular,jul,tue,878,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
T9187,60,retired,married,basic.6y,no,no,no,cellular,jul,tue,268,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
T9188,35,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,fri,439,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
T9189,38,technician,married,professional.course,no,yes,yes,cellular,apr,thu,117,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,no
T9190,48,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,151,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
T9191,34,unemployed,single,university.degree,no,no,no,cellular,jun,tue,401,1,999,0,nonexistent,-1.7,94.055,-39.8,0.761,4991.6,yes
T9192,32,housemaid,married,professional.course,no,yes,yes,cellular,aug,tue,291,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
T9193,46,technician,married,professional.course,no,no,no,cellular,may,fri,124,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
T9194,30,admin.,married,high.school,unknown,yes,no,cellular,apr,thu,648,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
T9195,30,unemployed,married,high.school,no,yes,yes,cellular,nov,tue,924,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,yes
T9196,37,technician,married,professional.course,no,no,yes,cellular,jul,fri,674,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
T9197,37,management,married,university.degree,unknown,no,no,cellular,jul,mon,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
T9198,58,unemployed,married,professional.course,unknown,no,no,cellular,aug,thu,123,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
T9199,38,technician,divorced,professional.course,no,no,yes,cellular,oct,tue,135,1,999,2,failure,-3.4,92.431,-26.9,0.742,5017.5,no
T9200,31,admin.,single,university.degree,no,no,no,telephone,aug,thu,146,10,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
T9201,50,self-employed,married,university.degree,no,yes,no,telephone,jun,tue,157,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
T9202,37,admin.,married,high.school,no,no,no,telephone,may,tue,185,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T9203,64,retired,divorced,basic.4y,no,yes,yes,telephone,sep,fri,211,2,6,2,success,-1.1,94.199,-37.5,0.878,4963.6,yes
T9204,41,technician,married,professional.course,no,yes,no,cellular,oct,tue,304,2,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,no
T9205,56,unemployed,divorced,basic.4y,no,no,yes,cellular,oct,fri,363,2,5,3,success,-1.1,94.601,-49.5,0.972,4963.6,yes
T9206,29,services,single,professional.course,no,yes,no,telephone,jun,tue,161,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,no
T9207,58,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,mon,26,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
T9208,47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,563,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
T9209,49,self-employed,single,basic.9y,no,yes,yes,telephone,may,fri,827,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
T9210,55,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,345,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
T9211,29,unemployed,divorced,university.degree,no,yes,no,telephone,nov,tue,366,3,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
T9212,38,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,836,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T9213,47,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,181,4,6,1,success,-3.4,92.649,-30.1,0.72,5017.5,yes
T9214,25,services,single,unknown,no,yes,no,cellular,jun,tue,154,2,3,3,success,-1.7,94.055,-39.8,0.702,4991.6,yes
T9215,31,admin.,married,high.school,no,no,no,telephone,may,thu,303,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
T9216,56,blue-collar,married,basic.4y,no,yes,no,cellular,mar,fri,283,1,999,0,nonexistent,-1.8,92.843,-50,1.531,5099.1,yes
T9217,44,unemployed,married,basic.9y,no,no,no,telephone,jun,fri,9,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
T9218,43,blue-collar,single,basic.9y,no,yes,no,telephone,jun,wed,354,21,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
T9219,61,admin.,married,university.degree,unknown,yes,no,cellular,jun,wed,1076,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
T9220,42,admin.,married,high.school,no,no,no,cellular,nov,mon,651,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,yes
T9221,51,admin.,married,university.degree,no,yes,no,cellular,jun,mon,281,3,10,3,success,-1.7,94.055,-39.8,0.754,4991.6,yes
T9222,31,technician,married,professional.course,no,yes,no,telephone,jun,tue,208,1,999,0,nonexistent,-1.7,94.055,-39.8,0.723,4991.6,yes
T9223,33,entrepreneur,married,university.degree,no,no,no,cellular,jul,mon,611,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
T9224,30,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1109,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,yes
T9225,61,management,married,university.degree,no,yes,no,cellular,nov,tue,147,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5,yes
T9226,31,housemaid,married,high.school,no,no,no,telephone,may,thu,480,10,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
T9227,48,unknown,married,unknown,unknown,yes,no,cellular,jul,tue,198,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
T9228,41,management,married,high.school,no,yes,no,telephone,jun,mon,440,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
T9229,38,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,101,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
T9230,27,admin.,married,high.school,no,no,no,cellular,jul,thu,88,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
T9231,32,admin.,single,high.school,no,yes,no,cellular,nov,mon,92,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
T9232,36,services,single,high.school,no,no,no,cellular,may,mon,288,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
T9233,45,blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,fri,1210,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
T9234,51,services,divorced,unknown,unknown,yes,no,telephone,jun,fri,16,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
T9235,43,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,13,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
T9236,43,technician,married,professional.course,no,no,no,telephone,jun,thu,112,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
T9237,31,services,single,high.school,no,no,no,cellular,may,tue,206,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
T9238,46,admin.,married,professional.course,no,no,no,cellular,apr,fri,609,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
T9239,57,services,married,high.school,no,yes,yes,cellular,may,mon,473,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
T9240,29,services,married,high.school,unknown,no,no,telephone,may,wed,100,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T9241,38,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
T9242,45,technician,divorced,professional.course,no,yes,yes,cellular,nov,thu,705,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes
T9243,54,blue-collar,married,basic.4y,no,no,yes,cellular,may,fri,139,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
T9244,31,services,single,high.school,no,yes,no,cellular,jul,wed,21,20,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
T9245,28,blue-collar,single,professional.course,no,no,no,cellular,jul,wed,1290,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
T9246,30,admin.,single,high.school,no,yes,no,cellular,jul,tue,443,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
